"Name","Appetite","Dominant Teeth","Diet Category","Foot Count","Size","Aggressive","Domesticable"
"Animal 425","Big","Canine","Omnivore","4","2","2","TRUE"
"Animal 426","Small","Canine","Carnivore","11","2","2","FALSE"
"Animal 427","Big","Canine","Omnivore","4","2","2","TRUE"
"Animal 428","Medium","Incisor","Herbivore","4","2","5","TRUE"
"Animal 429","Small","Incisor","Omnivore","6","2","5","FALSE"
"Animal 430","Medium","Canine","Carnivore","1","2","2","FALSE"
"Animal 431","Big","Incisor","Omnivore","7","2","4","FALSE"
"Animal 432","Medium","Canine","Omnivore","2","2","5","TRUE"
"Animal 433","Medium","Incisor","Omnivore","2","2","2","TRUE"
"Animal 434","Small","Canine","Omnivore","2","2","4","TRUE"
"Animal 435","Medium","Incisor","Omnivore","10","2","6","FALSE"
"Animal 436","Small","Incisor","Omnivore","7","2","6","FALSE"
"Animal 437","Medium","Canine","Herbivore","6","2","4","TRUE"
"Animal 438","Medium","Canine","Omnivore","4","1","3","TRUE"
"Animal 439","Medium","Canine","Herbivore","4","2","1","TRUE"
"Animal 440","Big","Canine","Omnivore","4","1","4","TRUE"
"Animal 441","Small","Incisor","Carnivore","5","2","3","FALSE"
"Animal 442","Big","Canine","Omnivore","6","2","2","TRUE"
"Animal 443","Medium","Canine","Herbivore","6","1","3","TRUE"
"Animal 444","Medium","Incisor","Omnivore","4","3","1","FALSE"
"Animal 445","Big","Incisor","Carnivore","11","3","4","FALSE"
"Animal 446","Big","Canine","Herbivore","2","1","4","TRUE"
"Animal 447","Small","Canine","Herbivore","6","2","1","TRUE"
"Animal 448","Big","Incisor","Omnivore","6","2","6","FALSE"
"Animal 449","Big","Incisor","Omnivore","9","2","5","FALSE"
"Animal 450","Medium","Canine","Omnivore","2","2","1","TRUE"
"Animal 451","Big","Incisor","Carnivore","9","2","1","FALSE"
"Animal 452","Small","Incisor","Omnivore","8","2","3","FALSE"
"Animal 453","Small","Incisor","Omnivore","6","2","2","FALSE"
"Animal 454","Medium","Canine","Herbivore","4","1","3","TRUE"
"Animal 455","Big","Incisor","Omnivore","4","2","5","FALSE"
"Animal 456","Medium","Incisor","Omnivore","6","2","1","FALSE"
"Animal 457","Medium","Incisor","Carnivore","9","2","4","FALSE"
"Animal 458","Medium","Incisor","Carnivore","1","2","5","FALSE"
"Animal 459","Big","Canine","Herbivore","4","1","3","TRUE"
"Animal 460","Big","Canine","Omnivore","6","1","2","TRUE"
"Animal 461","Small","Canine","Carnivore","4","3","4","FALSE"
"Animal 462","Big","Incisor","Omnivore","6","1","2","TRUE"
"Animal 463","Small","Canine","Omnivore","2","3","3","TRUE"
"Animal 464","Big","Canine","Omnivore","4","1","2","TRUE"
"Animal 465","Small","Incisor","Omnivore","8","2","4","FALSE"
"Animal 466","Medium","Canine","Omnivore","4","2","3","TRUE"
"Animal 467","Medium","Canine","Omnivore","12","3","5","FALSE"
"Animal 468","Medium","Incisor","Omnivore","12","2","4","FALSE"
"Animal 469","Small","Canine","Omnivore","6","2","3","TRUE"
"Animal 470","Small","Canine","Omnivore","2","1","4","TRUE"
"Animal 471","Big","Incisor","Omnivore","3","2","2","FALSE"
"Animal 472","Big","Incisor","Carnivore","3","3","3","FALSE"
"Animal 473","Small","Incisor","Omnivore","6","2","5","TRUE"
"Animal 474","Small","Canine","Herbivore","2","1","5","TRUE"
"Animal 475","Small","Incisor","Carnivore","2","2","2","FALSE"
"Animal 476","Small","Canine","Herbivore","2","1","2","TRUE"
"Animal 477","Small","Incisor","Omnivore","4","1","3","TRUE"
"Animal 478","Medium","Canine","Omnivore","6","1","4","TRUE"
"Animal 479","Medium","Incisor","Omnivore","2","1","4","TRUE"
"Animal 480","Medium","Canine","Omnivore","2","2","3","FALSE"
"Animal 481","Small","Canine","Omnivore","6","1","4","TRUE"
"Animal 482","Small","Canine","Omnivore","4","3","5","FALSE"
"Animal 483","Medium","Incisor","Omnivore","11","2","5","FALSE"
"Animal 484","Small","Incisor","Herbivore","6","1","2","TRUE"
"Animal 485","Big","Canine","Omnivore","6","2","5","TRUE"
"Animal 486","Big","Canine","Omnivore","6","2","3","FALSE"
"Animal 487","Medium","Canine","Herbivore","4","2","5","TRUE"
"Animal 488","Big","Incisor","Carnivore","7","2","3","FALSE"
"Animal 489","Small","Canine","Herbivore","6","2","4","TRUE"
"Animal 490","Medium","Canine","Omnivore","6","1","5","TRUE"
"Animal 491","Medium","Incisor","Omnivore","2","1","5","TRUE"
"Animal 492","Big","Incisor","Carnivore","7","2","1","FALSE"
"Animal 493","Small","Canine","Omnivore","2","1","5","TRUE"
"Animal 494","Small","Incisor","Omnivore","8","3","4","FALSE"
"Animal 495","Medium","Incisor","Carnivore","1","2","2","FALSE"
"Animal 496","Medium","Incisor","Herbivore","2","2","4","TRUE"
"Animal 497","Big","Incisor","Carnivore","4","2","3","FALSE"
"Animal 498","Medium","Incisor","Carnivore","4","3","1","FALSE"
"Animal 499","Medium","Canine","Herbivore","2","1","2","TRUE"
"Animal 500","Small","Canine","Herbivore","4","1","5","TRUE"
"Animal 501","Medium","Incisor","Omnivore","1","3","4","FALSE"
"Animal 502","Medium","Canine","Omnivore","12","2","3","FALSE"
"Animal 503","Small","Canine","Omnivore","8","2","2","FALSE"
"Animal 504","Small","Canine","Omnivore","2","1","5","TRUE"
"Animal 505","Big","Canine","Herbivore","4","1","2","TRUE"
"Animal 506","Medium","Incisor","Herbivore","6","3","2","TRUE"
"Animal 507","Big","Incisor","Omnivore","6","1","5","TRUE"
"Animal 508","Big","Canine","Omnivore","6","3","4","TRUE"
"Animal 509","Medium","Canine","Herbivore","4","2","4","TRUE"
"Animal 510","Small","Incisor","Omnivore","2","1","2","TRUE"
"Animal 511","Small","Canine","Omnivore","12","2","1","FALSE"
"Animal 512","Small","Canine","Omnivore","4","2","2","TRUE"
"Animal 513","Small","Incisor","Omnivore","10","3","1","FALSE"
"Animal 514","Medium","Incisor","Omnivore","7","3","3","FALSE"
"Animal 515","Medium","Canine","Omnivore","2","2","1","TRUE"
"Animal 516","Medium","Canine","Omnivore","6","1","1","TRUE"
"Animal 517","Big","Canine","Omnivore","2","1","3","TRUE"
"Animal 518","Big","Incisor","Carnivore","7","3","2","FALSE"
"Animal 519","Small","Incisor","Carnivore","2","3","3","FALSE"
"Animal 520","Medium","Canine","Omnivore","2","2","5","TRUE"
"Animal 521","Big","Canine","Omnivore","2","1","1","TRUE"
"Animal 522","Big","Canine","Herbivore","6","1","1","TRUE"
"Animal 523","Medium","Canine","Carnivore","6","3","2","FALSE"
"Animal 524","Small","Canine","Omnivore","10","2","2","FALSE"
"Animal 525","Medium","Incisor","Omnivore","5","2","6","FALSE"
"Animal 526","Small","Incisor","Omnivore","2","1","4","TRUE"
"Animal 527","Medium","Canine","Omnivore","4","1","5","TRUE"
"Animal 528","Big","Incisor","Omnivore","4","2","6","FALSE"
"Animal 529","Big","Incisor","Omnivore","4","1","3","TRUE"
"Animal 530","Big","Canine","Herbivore","2","2","5","TRUE"
"Animal 531","Small","Incisor","Carnivore","4","2","6","FALSE"
"Animal 532","Small","Incisor","Omnivore","10","2","4","FALSE"
"Animal 533","Medium","Incisor","Carnivore","7","2","4","FALSE"
"Animal 534","Big","Canine","Herbivore","4","1","5","TRUE"
"Animal 535","Small","Incisor","Carnivore","9","2","5","FALSE"
"Animal 536","Small","Canine","Herbivore","2","3","2","TRUE"
"Animal 537","Big","Incisor","Omnivore","6","1","5","TRUE"
"Animal 538","Medium","Canine","Carnivore","12","2","1","FALSE"
"Animal 539","Small","Canine","Omnivore","2","2","5","TRUE"
"Animal 540","Medium","Incisor","Omnivore","1","2","2","FALSE"
"Animal 541","Small","Incisor","Omnivore","4","3","5","FALSE"
"Animal 542","Big","Incisor","Omnivore","3","2","1","FALSE"
"Animal 543","Medium","Canine","Herbivore","6","2","2","TRUE"
"Animal 544","Medium","Canine","Omnivore","4","3","4","FALSE"
"Animal 545","Small","Canine","Omnivore","6","1","2","TRUE"
"Animal 546","Small","Incisor","Omnivore","12","2","1","FALSE"
"Animal 547","Medium","Incisor","Omnivore","12","3","6","FALSE"
"Animal 548","Small","Incisor","Carnivore","7","2","3","FALSE"
"Animal 549","Small","Incisor","Omnivore","2","2","4","TRUE"
"Animal 550","Small","Canine","Herbivore","6","1","1","TRUE"
"Animal 551","Big","Incisor","Carnivore","4","2","4","FALSE"
"Animal 552","Big","Incisor","Carnivore","5","2","5","FALSE"
"Animal 553","Medium","Incisor","Omnivore","11","2","1","FALSE"
"Animal 554","Medium","Canine","Herbivore","6","1","1","TRUE"
"Animal 555","Small","Canine","Omnivore","2","1","3","TRUE"
"Animal 556","Medium","Incisor","Omnivore","2","1","4","TRUE"
"Animal 557","Big","Incisor","Herbivore","2","3","1","TRUE"
"Animal 558","Big","Incisor","Omnivore","7","2","2","FALSE"
"Animal 559","Big","Canine","Omnivore","4","2","3","TRUE"
"Animal 560","Big","Canine","Omnivore","2","1","1","TRUE"
"Animal 561","Small","Incisor","Carnivore","12","2","3","FALSE"
"Animal 562","Big","Incisor","Omnivore","6","3","6","FALSE"
"Animal 563","Small","Canine","Omnivore","10","2","6","FALSE"
"Animal 564","Medium","Incisor","Omnivore","9","2","6","FALSE"
"Animal 565","Medium","Canine","Omnivore","2","3","5","TRUE"
"Animal 566","Small","Canine","Herbivore","2","2","2","TRUE"
"Animal 567","Medium","Incisor","Carnivore","9","2","6","FALSE"
"Animal 568","Medium","Canine","Herbivore","2","2","3","TRUE"
"Animal 569","Small","Incisor","Carnivore","6","2","2","FALSE"
"Animal 570","Big","Canine","Omnivore","4","1","1","TRUE"
"Animal 571","Big","Incisor","Omnivore","1","3","5","FALSE"
"Animal 572","Big","Canine","Herbivore","6","1","3","TRUE"
"Animal 573","Medium","Canine","Herbivore","4","2","5","TRUE"
"Animal 574","Big","Canine","Carnivore","4","2","1","FALSE"
"Animal 575","Small","Incisor","Carnivore","1","2","2","FALSE"
"Animal 576","Medium","Canine","Herbivore","6","3","3","TRUE"
"Animal 577","Medium","Incisor","Omnivore","10","2","6","FALSE"
"Animal 578","Medium","Canine","Omnivore","6","1","4","TRUE"
"Animal 579","Small","Incisor","Omnivore","1","2","3","FALSE"
"Animal 580","Medium","Canine","Herbivore","2","1","2","TRUE"
"Animal 581","Big","Canine","Herbivore","6","1","1","TRUE"
"Animal 582","Medium","Incisor","Omnivore","2","1","2","TRUE"
"Animal 583","Small","Incisor","Carnivore","9","2","2","FALSE"
"Animal 584","Medium","Incisor","Omnivore","2","2","6","FALSE"
"Animal 585","Medium","Canine","Omnivore","4","2","5","TRUE"
"Animal 586","Medium","Incisor","Herbivore","6","1","4","TRUE"
"Animal 587","Medium","Incisor","Omnivore","10","2","2","FALSE"
"Animal 588","Small","Incisor","Omnivore","6","2","3","FALSE"
"Animal 589","Medium","Canine","Herbivore","6","3","5","TRUE"
"Animal 590","Medium","Incisor","Carnivore","6","2","5","FALSE"
"Animal 591","Small","Incisor","Carnivore","3","2","6","FALSE"
"Animal 592","Big","Canine","Herbivore","4","2","1","TRUE"
"Animal 593","Big","Incisor","Omnivore","9","2","4","FALSE"
"Animal 594","Small","Canine","Herbivore","4","2","4","TRUE"
"Animal 595","Big","Canine","Herbivore","2","1","4","TRUE"
"Animal 596","Medium","Canine","Herbivore","2","1","5","TRUE"
"Animal 597","Medium","Incisor","Omnivore","4","2","2","TRUE"
"Animal 598","Medium","Incisor","Omnivore","12","3","5","FALSE"
"Animal 599","Big","Canine","Herbivore","4","2","2","TRUE"
"Animal 600","Small","Canine","Omnivore","8","3","5","FALSE"
"Animal 601","Big","Canine","Carnivore","4","2","1","FALSE"
"Animal 602","Big","Incisor","Herbivore","4","2","4","TRUE"
"Animal 603","Medium","Canine","Herbivore","4","1","1","TRUE"
"Animal 604","Small","Canine","Herbivore","2","1","5","TRUE"
"Animal 605","Medium","Incisor","Omnivore","2","1","5","TRUE"
"Animal 606","Medium","Canine","Carnivore","8","2","5","FALSE"
"Animal 607","Medium","Canine","Omnivore","6","2","2","TRUE"
"Animal 608","Medium","Incisor","Omnivore","7","2","4","FALSE"
"Animal 609","Medium","Incisor","Omnivore","3","2","2","FALSE"
"Animal 610","Medium","Canine","Omnivore","4","1","3","TRUE"
"Animal 611","Medium","Incisor","Carnivore","1","2","1","FALSE"
"Animal 612","Medium","Incisor","Omnivore","4","3","4","FALSE"
"Animal 613","Medium","Canine","Herbivore","2","1","3","TRUE"
"Animal 614","Small","Canine","Herbivore","6","2","3","TRUE"
"Animal 615","Medium","Canine","Omnivore","9","2","1","FALSE"
"Animal 616","Small","Incisor","Omnivore","7","2","3","FALSE"
"Animal 617","Big","Incisor","Omnivore","1","2","5","FALSE"
"Animal 618","Medium","Incisor","Omnivore","1","2","3","FALSE"
"Animal 619","Medium","Incisor","Omnivore","5","3","3","FALSE"
"Animal 620","Medium","Incisor","Carnivore","1","2","2","FALSE"
"Animal 621","Medium","Canine","Herbivore","6","1","4","TRUE"
"Animal 622","Medium","Incisor","Carnivore","3","2","4","FALSE"
"Animal 623","Small","Canine","Herbivore","6","1","2","TRUE"
"Animal 624","Medium","Incisor","Omnivore","9","2","1","FALSE"
"Animal 625","Small","Incisor","Omnivore","7","2","5","FALSE"
"Animal 626","Medium","Canine","Omnivore","2","2","1","FALSE"
"Animal 627","Small","Canine","Omnivore","6","1","5","TRUE"
"Animal 628","Small","Canine","Omnivore","12","2","5","FALSE"
"Animal 629","Medium","Canine","Omnivore","6","1","2","TRUE"
"Animal 630","Medium","Canine","Herbivore","6","2","4","TRUE"
"Animal 631","Small","Canine","Carnivore","3","2","5","FALSE"
"Animal 632","Medium","Incisor","Omnivore","2","2","4","FALSE"
"Animal 633","Big","Canine","Omnivore","2","3","3","TRUE"
"Animal 634","Big","Canine","Omnivore","8","3","4","FALSE"
"Animal 635","Medium","Incisor","Omnivore","4","3","1","TRUE"
"Animal 636","Small","Incisor","Herbivore","6","1","4","TRUE"
"Animal 637","Big","Incisor","Omnivore","2","2","2","FALSE"
"Animal 638","Big","Canine","Omnivore","6","1","1","TRUE"
"Animal 639","Small","Incisor","Omnivore","5","2","6","FALSE"
"Animal 640","Big","Canine","Carnivore","12","2","3","FALSE"
"Animal 641","Big","Canine","Carnivore","10","2","5","FALSE"
"Animal 642","Medium","Incisor","Omnivore","4","3","6","FALSE"
"Animal 643","Small","Incisor","Omnivore","9","2","6","FALSE"
"Animal 644","Big","Incisor","Omnivore","7","3","2","FALSE"
"Animal 645","Medium","Incisor","Omnivore","1","2","3","FALSE"
"Animal 646","Small","Incisor","Herbivore","6","1","4","TRUE"
"Animal 647","Small","Incisor","Omnivore","9","2","3","FALSE"
"Animal 648","Medium","Canine","Omnivore","2","1","4","TRUE"
"Animal 649","Big","Incisor","Carnivore","8","2","6","FALSE"
"Animal 650","Big","Incisor","Carnivore","7","2","5","FALSE"
"Animal 651","Big","Incisor","Omnivore","6","2","6","FALSE"
"Animal 652","Medium","Incisor","Herbivore","6","2","4","TRUE"
"Animal 653","Medium","Incisor","Carnivore","1","2","3","FALSE"
"Animal 654","Big","Incisor","Carnivore","12","2","2","FALSE"
"Animal 655","Big","Canine","Omnivore","6","1","2","TRUE"
"Animal 656","Medium","Canine","Carnivore","10","2","4","FALSE"
"Animal 657","Big","Incisor","Carnivore","1","3","4","FALSE"
"Animal 658","Medium","Incisor","Omnivore","2","2","3","FALSE"
"Animal 659","Big","Canine","Herbivore","2","1","2","TRUE"
"Animal 660","Medium","Canine","Omnivore","4","3","4","FALSE"
"Animal 661","Big","Canine","Omnivore","2","3","3","TRUE"
"Animal 662","Medium","Incisor","Carnivore","12","3","6","FALSE"
"Animal 663","Medium","Canine","Herbivore","4","1","4","TRUE"
"Animal 664","Medium","Incisor","Omnivore","6","2","3","TRUE"
"Animal 665","Small","Incisor","Omnivore","1","3","2","FALSE"
"Animal 666","Medium","Incisor","Omnivore","10","2","5","FALSE"
"Animal 667","Medium","Incisor","Omnivore","3","3","2","FALSE"
"Animal 668","Big","Incisor","Carnivore","11","3","5","FALSE"
"Animal 669","Medium","Canine","Herbivore","6","1","3","TRUE"
"Animal 670","Big","Incisor","Omnivore","4","2","5","FALSE"
"Animal 671","Small","Canine","Omnivore","2","2","4","TRUE"
"Animal 672","Big","Incisor","Omnivore","4","3","1","FALSE"
"Animal 673","Medium","Incisor","Omnivore","7","3","6","FALSE"
"Animal 674","Medium","Incisor","Omnivore","8","2","4","FALSE"
"Animal 675","Medium","Canine","Omnivore","4","1","3","TRUE"
"Animal 676","Medium","Incisor","Carnivore","1","3","1","FALSE"
"Animal 677","Big","Canine","Omnivore","6","1","4","TRUE"
"Animal 678","Big","Incisor","Carnivore","6","3","6","FALSE"
"Animal 679","Small","Incisor","Carnivore","3","2","1","FALSE"
"Animal 680","Small","Incisor","Omnivore","10","3","1","FALSE"
"Animal 681","Big","Canine","Omnivore","6","1","2","TRUE"
"Animal 682","Small","Incisor","Omnivore","7","3","6","FALSE"
"Animal 683","Big","Incisor","Omnivore","2","2","1","TRUE"
"Animal 684","Small","Incisor","Omnivore","6","2","5","TRUE"
"Animal 685","Small","Canine","Herbivore","2","2","4","TRUE"
"Animal 686","Medium","Canine","Omnivore","12","2","2","FALSE"
"Animal 687","Small","Canine","Herbivore","2","3","1","TRUE"
"Animal 688","Big","Canine","Herbivore","6","1","5","TRUE"
"Animal 689","Big","Canine","Omnivore","4","1","4","TRUE"
"Animal 690","Big","Incisor","Carnivore","4","3","6","FALSE"
"Animal 691","Big","Canine","Omnivore","2","1","2","TRUE"
"Animal 692","Medium","Incisor","Omnivore","1","2","2","FALSE"
"Animal 693","Big","Canine","Omnivore","2","1","3","TRUE"
"Animal 694","Big","Incisor","Omnivore","10","2","3","FALSE"
"Animal 695","Medium","Canine","Omnivore","10","2","5","FALSE"
"Animal 696","Small","Canine","Herbivore","4","1","3","TRUE"
"Animal 697","Medium","Canine","Herbivore","4","1","2","TRUE"
"Animal 698","Small","Canine","Omnivore","2","1","4","TRUE"
"Animal 699","Medium","Canine","Omnivore","11","3","5","FALSE"
"Animal 700","Big","Incisor","Omnivore","9","2","1","FALSE"
"Animal 701","Big","Canine","Herbivore","4","2","4","TRUE"
"Animal 702","Small","Incisor","Omnivore","8","3","1","FALSE"
"Animal 703","Small","Incisor","Omnivore","11","2","4","FALSE"
"Animal 704","Medium","Incisor","Carnivore","3","3","3","FALSE"
"Animal 705","Big","Incisor","Omnivore","6","2","5","TRUE"
"Animal 706","Small","Incisor","Omnivore","8","2","3","FALSE"
"Animal 707","Medium","Incisor","Omnivore","12","2","3","FALSE"
"Animal 708","Big","Canine","Herbivore","6","2","4","TRUE"
"Animal 709","Small","Incisor","Omnivore","6","2","5","FALSE"
"Animal 710","Medium","Canine","Omnivore","8","3","5","FALSE"
"Animal 711","Small","Incisor","Omnivore","8","3","4","FALSE"
"Animal 712","Big","Canine","Herbivore","4","1","3","TRUE"
"Animal 713","Small","Canine","Omnivore","2","1","4","TRUE"
"Animal 714","Small","Incisor","Omnivore","7","2","4","FALSE"
"Animal 715","Big","Canine","Omnivore","6","2","5","TRUE"
"Animal 716","Big","Canine","Omnivore","2","2","2","TRUE"
"Animal 717","Small","Incisor","Omnivore","6","2","5","TRUE"
"Animal 718","Small","Canine","Omnivore","4","3","2","TRUE"
"Animal 719","Small","Canine","Omnivore","2","1","1","TRUE"
"Animal 720","Big","Canine","Omnivore","11","3","1","FALSE"
"Animal 721","Small","Incisor","Carnivore","3","2","2","FALSE"
"Animal 722","Medium","Incisor","Omnivore","2","1","4","TRUE"
"Animal 723","Medium","Incisor","Carnivore","3","2","3","FALSE"
"Animal 724","Small","Incisor","Omnivore","8","2","5","FALSE"
"Animal 725","Big","Canine","Omnivore","4","1","3","TRUE"
"Animal 726","Medium","Incisor","Omnivore","9","3","6","FALSE"
"Animal 727","Big","Canine","Omnivore","4","2","2","TRUE"
"Animal 728","Medium","Canine","Herbivore","4","1","5","TRUE"
"Animal 729","Big","Canine","Omnivore","10","2","2","FALSE"
"Animal 730","Big","Canine","Omnivore","6","2","1","TRUE"
"Animal 731","Small","Canine","Omnivore","2","1","5","TRUE"
"Animal 732","Medium","Incisor","Omnivore","9","2","2","FALSE"
"Animal 733","Big","Canine","Herbivore","4","2","3","TRUE"
"Animal 734","Big","Canine","Omnivore","6","1","5","TRUE"
"Animal 735","Medium","Incisor","Omnivore","6","2","4","TRUE"
"Animal 736","Small","Incisor","Omnivore","1","2","3","FALSE"
"Animal 737","Small","Incisor","Omnivore","6","2","4","FALSE"
